rse_licensee,rse_name,public_offer_status,mysuper_product_name,product_category,single_strategy_lifecycle_indicator,lifecycle_stage_name,member_assets_000,proportion_of_total_assets_in_mysuper,member_accounts,strategic_growth_asset_allocation,performance_test_measure,pass_fail_indicator,lookback_period_years,actual_return_minus_benchmark_return,representative_administration_fees_and_expenses_rafe,relevant_benchmark_representative_administration_fees_and_expenses_brafe,10_year_net_investment_return_nir_p_a,10_year_nir_relative_to_saa_benchmark_portfolio_p_a,10_year_nir_relative_to_simple_reference_portfolio_p_a,10_year_net_return_50_000_rep_member_p_a,7_year_net_investment_return_nir_p_a,7_year_nir_relative_to_saa_benchmark_portfolio_p_a,7_year_nir_relative_to_simple_reference_portfolio_p_a,7_year_net_return_50_000_rep_member_p_a,5_year_net_investment_return_nir_p_a,5_year_nir_relative_to_saa_benchmark_portfolio_p_a,5_year_nir_relative_to_simple_reference_portfolio_p_a,5_year_net_return_50_000_rep_member_p_a,3_year_net_investment_return_nir_p_a,3_year_nir_relative_to_saa_benchmark_portfolio_p_a,3_year_nir_relative_to_simple_reference_portfolio_p_a,3_year_net_return_50_000_rep_member_p_a,administration_fees_and_costs_charged_10_000_account_balance,administration_fees_and_costs_charged_25_000_account_balance,administration_fees_and_costs_charged_50_000_account_balance,administration_fees_and_costs_charged_100_000_account_balance,administration_fees_and_costs_charged_250_000_account_balance,total_fees_and_costs_charged_10_000_account_balance,total_fees_and_costs_charged_25_000_account_balance,total_fees_and_costs_charged_50_000_account_balance,total_fees_and_costs_charged_100_000_account_balance,total_fees_and_costs_charged_250_000_account_balance
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1994 to 1998 - CSD,,,,0.9,,,,,,,,,,,,,,,0.101,-9.00E-04,-0.0047,0.0995,0.1205,-0.0028,-0.0102,0.1192,0.001,0.001,0.001,0.001,0.001,0.0073,0.0073,0.0073,0.0073,0.0073
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1989 to 1993 - CSD,,,,0.9,,,,,,,,,,,,,,,0.1018,-1.00E-04,-0.0039,0.1004,0.1213,-0.0019,-0.0093,0.1201,0.001,0.001,0.001,0.001,0.001,0.0073,0.0073,0.0073,0.0073,0.0073
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1984 to 1988 - CSD,,,,0.9,,,,,,,,,,,,,,,0.1025,5.00E-04,-0.0036,0.101,0.1212,-0.0016,-0.0096,0.12,0.001,0.001,0.001,0.001,0.001,0.0073,0.0073,0.0073,0.0073,0.0073
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1979 to 1983 - CSD,,,,0.9,,,,,,,,,,,,,,,0.1029,0.0011,-0.0032,0.1014,0.1211,-0.0013,-0.0097,0.1199,0.001,0.001,0.001,0.001,0.001,0.0074,0.0074,0.0074,0.0074,0.0074
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1974 to 1978 - CSD,,,,0.9,,,,,,,,,,,,,,,0.1028,0.0011,-0.0034,0.1013,0.1211,-9.00E-04,-0.0098,0.1198,0.001,0.001,0.001,0.001,0.001,0.0075,0.0075,0.0075,0.0075,0.0075
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1969 to 1973 - CSD,,,,0.88,,,,,,,,,,,,,,,0.1019,0.002,-0.0026,0.1004,0.1207,-7.00E-04,-0.0098,0.1194,0.001,0.001,0.001,0.001,0.001,0.0076,0.0076,0.0076,0.0076,0.0076
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1964 to 1968 - CSD,,,,0.78,,,,,,,,,,,,,,,0.0934,0.0057,-3.00E-04,0.0919,0.111,0.0016,-0.0094,0.1098,0.001,0.001,0.001,0.001,0.001,0.0079,0.0079,0.0079,0.0079,0.0079
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1959 to 1963 - CSD,,,,0.68,,,,,,,,,,,,,,,0.0811,0.0079,-7.00E-04,0.0797,0.0987,0.0042,-0.0104,0.0975,0.001,0.001,0.001,0.001,0.001,0.008,0.008,0.008,0.008,0.008
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1954 to 1958 - CSD,,,,0.61,,,,,,,,,,,,,,,0.0704,0.0114,0.0014,0.0689,0.0877,0.0077,-0.0093,0.0864,0.001,0.001,0.001,0.001,0.001,0.0074,0.0074,0.0074,0.0074,0.0074
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1949 to 1953 - CSD,,,,0.61,,,,,,,,,,,,,,,0.0638,0.0109,9.00E-04,0.0624,0.0851,0.0073,-0.0095,0.0838,0.001,0.001,0.001,0.001,0.001,0.0077,0.0077,0.0077,0.0077,0.0077
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1944 to 1948 - CSD,,,,0.61,,,,,,,,,,,,,,,0.0628,0.0102,-1.00E-04,0.0614,0.084,0.0064,-0.0105,0.0828,0.001,0.001,0.001,0.001,0.001,0.0076,0.0076,0.0076,0.0076,0.0076
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1939 to 1943 - CSD,,,,0.6,,,,,,,,,,,,,,,0.0628,0.0101,-1.00E-04,0.0614,0.0847,0.0074,-0.01,0.0835,0.001,0.001,0.001,0.001,0.001,0.0077,0.0077,0.0077,0.0077,0.0077
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1934 to 1938 - CSD,,,,0.61,,,,,,,,,,,,,,,0.0627,0.0103,-2.00E-04,0.0616,0.0845,0.0072,-0.0101,0.0833,0.001,0.001,0.001,0.001,0.001,0.0076,0.0076,0.0076,0.0076,0.0076
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1929 to 1933 - CSD,,,,0.6,,,,,,,,,,,,,,,0.0646,0.0106,0.002,0.0635,0.0861,0.0064,-0.008,0.0849,0.001,0.001,0.001,0.001,0.001,0.0072,0.0072,0.0072,0.0072,0.0072
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer Tailored (CRG) MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born prior to 1929 - CSD,,,,0.58,,,,,,,,,,,,,,,0.0607,0.0087,-0.0023,0.0592,0.0812,0.005,-0.0135,0.08,0.001,0.001,0.001,0.001,0.001,0.008,0.008,0.008,0.008,0.008
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,,1613761,0.02,9120,,0.00268,Pass,10,9.00E-04,7.00E-04,0.002482,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 2014 to 2018 - CSD,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0073,0.0073,0.0073,0.0073,0.0073
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 2009 to 2013 - CSD,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0071,0.0071,0.0071,0.0071,0.0071
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 2004 to 2008 - CSD,,,,0.89,,,,,,,,,,,,,,,0.0975,-0.0046,-0.0083,0.0963,0.119,-0.0043,-0.0115,0.1182,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0072,0.0072,0.0072,0.0072,0.0072
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1999 to 2003 - CSD,,,,0.89,,,,,,,0.0782,-0.0027,-0.0045,0.0763,0.0803,-0.0029,-0.0056,0.0787,0.1,-0.002,-0.0058,0.0988,0.1193,-0.0039,-0.0113,0.1185,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.007,0.007,0.007,0.007,0.007
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1994 to 1998 - CSD,,,,0.9,,,,,,,0.0799,-9.00E-04,-0.0027,0.0779,0.0814,-0.0017,-0.0044,0.0798,0.101,-9.00E-04,-0.0047,0.0998,0.1205,-0.0028,-0.0102,0.1196,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.007,0.007,0.007,0.007,0.007
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1989 to 1993 - CSD,,,,0.9,,,,,,,0.0802,-6.00E-04,-0.0024,0.0782,0.0819,-0.0011,-0.0039,0.0804,0.1018,-1.00E-04,-0.0039,0.1006,0.1213,-0.0019,-0.0093,0.1205,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.007,0.007,0.007,0.007,0.007
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1984 to 1988 - CSD,,,,0.9,,,,,,,0.081,1.00E-04,-0.0018,0.079,0.0826,-5.00E-04,-0.0034,0.0811,0.1025,5.00E-04,-0.0036,0.1013,0.1212,-0.0016,-0.0096,0.1204,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.007,0.007,0.007,0.007,0.007
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1979 to 1983 - CSD,,,,0.9,,,,,,,0.0812,4.00E-04,-0.0016,0.0792,0.0827,-3.00E-04,-0.0034,0.0811,0.1029,0.0011,-0.0032,0.1016,0.1211,-0.0013,-0.0097,0.1203,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0071,0.0071,0.0071,0.0071,0.0071
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1974 to 1978 - CSD,,,,0.9,,,,,,,0.0809,3.00E-04,-0.0019,0.079,0.0825,-3.00E-04,-0.0036,0.0809,0.1028,0.0011,-0.0034,0.1016,0.1211,-9.00E-04,-0.0098,0.1203,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0072,0.0072,0.0072,0.0072,0.0072
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1969 to 1973 - CSD,,,,0.88,,,,,,,0.0806,0.001,-0.0011,0.0787,0.0819,5.00E-04,-0.0027,0.0803,0.1019,0.002,-0.0026,0.1006,0.1207,-7.00E-04,-0.0098,0.1199,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0073,0.0073,0.0073,0.0073,0.0073
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1964 to 1968 - CSD,,,,0.78,,,,,,,0.0752,0.0018,-8.00E-04,0.0732,0.0762,0.0022,-0.0015,0.0746,0.0934,0.0057,-3.00E-04,0.0922,0.111,0.0016,-0.0094,0.1102,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0076,0.0076,0.0076,0.0076,0.0076
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1959 to 1963 - CSD,,,,0.68,,,,,,,0.0671,0.0018,-0.002,0.0652,0.0679,0.0034,-0.0021,0.0663,0.0811,0.0079,-7.00E-04,0.0799,0.0987,0.0042,-0.0104,0.0979,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0077,0.0077,0.0077,0.0077,0.0077
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1954 to 1958 - CSD,,,,0.61,,,,,,,0.0604,0.0038,-0.0015,0.0584,0.0609,0.0065,-6.00E-04,0.0594,0.0704,0.0114,0.0014,0.0692,0.0877,0.0077,-0.0093,0.0868,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0071,0.0071,0.0071,0.0071,0.0071
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1949 to 1953 - CSD,,,,0.61,,,,,,,0.0552,0.0025,-0.0032,0.0533,0.0561,0.0052,-0.0019,0.0546,0.0638,0.0109,9.00E-04,0.0626,0.0851,0.0073,-0.0095,0.0843,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0074,0.0074,0.0074,0.0074,0.0074
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1944 to 1948 - CSD,,,,0.61,,,,,,,0.0539,0.0018,-0.0041,0.0519,0.0553,0.0046,-0.0027,0.0538,0.0628,0.0102,-1.00E-04,0.0616,0.084,0.0064,-0.0105,0.0832,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0073,0.0073,0.0073,0.0073,0.0073
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1939 to 1943 - CSD,,,,0.6,,,,,,,0.0543,0.0022,-0.0037,0.0523,0.0557,0.0049,-0.0024,0.0542,0.0628,0.0101,-1.00E-04,0.0616,0.0847,0.0074,-0.01,0.0839,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0074,0.0074,0.0074,0.0074,0.0074
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1934 to 1938 - CSD,,,,0.61,,,,,,,0.0543,0.0023,-0.0037,0.0523,0.056,0.0055,-0.002,0.0545,0.0627,0.0103,-2.00E-04,0.0615,0.0845,0.0072,-0.0101,0.0837,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0073,0.0073,0.0073,0.0073,0.0073
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born 1929 to 1933 - CSD,,,,0.6,,,,,,,0.0551,0.0026,-0.0026,0.0541,0.0577,0.006,-1.00E-04,0.0571,0.0646,0.0106,0.002,0.0637,0.0861,0.0064,-0.008,0.0853,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0069,0.0069,0.0069,0.0069,0.0069
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Mercer WGSP MySuper,MySuper Large Employer,Lifecycle,Mercer SmartPath - Born prior to 1929 - CSD,,,,0.58,,,,,,,,,,,,,,,,,,,0.0812,0.005,-0.0135,0.0804,7.00E-04,7.00E-04,7.00E-04,7.00E-04,7.00E-04,0.0077,0.0077,0.0077,0.0077,0.0077
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Tailored MySuper - Lutheran Superannuation,MySuper Large Employer,Single strategy,,391012,0,3650,0.72,0.01091,Pass,10,0.00893,5.00E-04,0.002482,0.0778,0.0089,0.0048,0.0739,0.0791,0.0107,0.0053,0.0758,0.09,0.0126,0.0034,0.0874,0.0993,0.0065,-0.0107,0.0984,5.00E-04,5.00E-04,5.00E-04,5.00E-04,5.00E-04,0.0067,0.0067,0.0067,0.0067,0.0067
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,,1386417,0.02,87920,,0.0017,Pass,10,0.00432,0.0051,0.002482,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 2014 - 2018 - Virgin,,,,0.89,,,,,,,,,,,0.0874,0.0058,1.00E-04,0.0823,0.1045,0.0041,-0.0013,0.0992,0.1306,0.0069,0.0011,0.1251,0.0097,0.0063,0.0051,0.0045,0.0042,0.0116,0.0082,0.007,0.0064,0.0061
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 2009 - 2013 - Virgin,,,,0.89,,,,,,,0.0847,0.0039,0,0.0795,0.0872,0.0058,0,0.0822,0.1037,0.0036,-0.0019,0.0985,0.1286,0.0049,-9.00E-04,0.123,0.0097,0.0063,0.0051,0.0045,0.0042,0.0116,0.0082,0.007,0.0064,0.0061
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 2004 - 2008 - Virgin,,,,0.89,,,,,,,,,,,0.0865,0.0051,-7.00E-04,0.0815,0.1018,0.0015,-0.0039,0.0965,0.1272,0.0034,-0.0024,0.1216,0.0097,0.0063,0.0051,0.0045,0.0042,0.0116,0.0082,0.007,0.0064,0.0061
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 1999 - 2003 - Virgin,,,,0.89,,,,,,,0.0834,0.0027,-0.0012,0.0781,0.086,0.0048,-9.00E-04,0.081,0.1028,0.0027,-0.0026,0.0975,0.1286,0.0049,-9.00E-04,0.123,0.0097,0.0063,0.0051,0.0045,0.0042,0.0116,0.0082,0.007,0.0064,0.0061
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 1994 - 1998 - Virgin,,,,0.89,,,,,,,0.0844,0.0035,-4.00E-04,0.0791,0.0869,0.0054,-4.00E-04,0.0818,0.1043,0.0039,-0.0015,0.099,0.1296,0.0059,1.00E-04,0.1241,0.0097,0.0063,0.0051,0.0045,0.0042,0.0116,0.0082,0.007,0.0064,0.0061
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 1989 - 1993 - Virgin,,,,0.89,,,,,,,0.0851,0.0043,4.00E-04,0.0798,0.0876,0.0063,5.00E-04,0.0826,0.105,0.0048,-6.00E-04,0.0997,0.1309,0.0072,0.0014,0.1253,0.0097,0.0063,0.0051,0.0045,0.0042,0.0116,0.0082,0.007,0.0064,0.0061
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 1984 - 1988 - Virgin,,,,0.89,,,,,,,0.0853,0.0044,4.00E-04,0.08,0.0879,0.0064,5.00E-04,0.0829,0.1057,0.0053,-2.00E-04,0.1005,0.1316,0.0079,0.0021,0.126,0.0097,0.0063,0.0051,0.0045,0.0042,0.0116,0.0082,0.007,0.0064,0.0061
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 1979 - 1983 - Virgin,,,,0.89,,,,,,,0.0853,0.0043,4.00E-04,0.08,0.0879,0.0062,4.00E-04,0.0828,0.1054,0.0049,-5.00E-04,0.1001,0.1316,0.0079,0.0021,0.126,0.0097,0.0063,0.0051,0.0045,0.0042,0.0116,0.0082,0.007,0.0064,0.0061
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 1974 - 1978 - Virgin,,,,0.89,,,,,,,0.0853,0.0044,5.00E-04,0.08,0.0879,0.0064,6.00E-04,0.0829,0.1058,0.0056,1.00E-04,0.1006,0.1319,0.0082,0.0024,0.1263,0.0097,0.0063,0.0051,0.0045,0.0042,0.0116,0.0082,0.007,0.0064,0.0061
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 1969 - 1973 - Virgin,,,,0.86,,,,,,,0.0842,0.0045,5.00E-04,0.0789,0.0873,0.0073,0.0015,0.0823,0.1049,0.0064,9.00E-04,0.0997,0.1317,0.0083,0.0025,0.1261,0.0097,0.0063,0.0051,0.0045,0.0042,0.0116,0.0082,0.007,0.0064,0.0061
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 1964 - 1968 - Virgin,,,,0.73,,,,,,,0.0778,0.0047,0.0013,0.0725,0.0794,0.0074,0.0025,0.0744,0.0929,0.0066,0.0015,0.0877,0.1168,0.006,4.00E-04,0.1113,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0071,0.0066,0.0062
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 1959 - 1963 - Virgin,,,,0.6,,,,,,,0.0686,0.0043,0.0011,0.0634,0.0688,0.0065,0.0021,0.0638,0.0776,0.0059,0.0012,0.0724,0.0991,0.0041,-0.0015,0.0936,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0084,0.0072,0.0066,0.0063
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 1954 - 1958 - Virgin,,,,0.49,,,,,,,0.0597,0.0041,0.0011,0.0546,0.0584,0.006,0.0019,0.0535,0.0627,0.0056,0.0011,0.0576,0.0821,0.0029,-0.0026,0.0767,0.0097,0.0063,0.0051,0.0045,0.0042,0.0119,0.0084,0.0072,0.0066,0.0063
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born 1949 - 1953 - Virgin,,,,0.49,,,,,,,0.0543,0.0039,5.00E-04,0.0491,0.0543,0.0057,0.002,0.0494,0.0565,0.006,0.0016,0.0515,0.0792,0.0031,-0.0024,0.0739,0.0097,0.0063,0.0051,0.0045,0.0042,0.0119,0.0085,0.0073,0.0067,0.0064
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Public offer,Virgin Money MySuper,MySuper Material Goodwill,Lifecycle,LifeStage Tracker - Born prior to 1949 - Virgin,,,,0.49,,,,,,,0.0532,0.0032,-1.00E-04,0.0481,0.0537,0.0045,0.001,0.0488,0.0559,0.0053,0.001,0.0508,0.0794,0.0032,-0.0022,0.074,0.0097,0.0063,0.0051,0.0045,0.0042,0.0119,0.0085,0.0073,0.0067,0.0064
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - AFLPA AFL MySuper,MySuper Large Employer,Lifecycle,,230802,0,2350,,-0.00176,Pass,10,-0.00278,0.00147,0.002482,,,,,,,,,,,,,,,,,,,,,,,,,,
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - AFLPA AFL MySuper,MySuper Large Employer,Lifecycle,AFLPA AFL MySuper 1990s,,,,0.91,,,,,,,0.0783,-0.0037,-0.0069,0.0753,0.0764,-0.0057,-0.0107,0.0739,0.1008,0.0013,-0.0062,0.0986,0.1123,-0.0093,-0.0206,0.1103,0.0039,0.0021,0.0015,0.0012,0.001,0.0094,0.0076,0.007,0.0067,0.0065
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - AFLPA AFL MySuper,MySuper Large Employer,Lifecycle,AFLPA AFL MySuper 1980s,,,,0.91,,,,,,,0.0801,-0.0018,-0.005,0.0771,0.0785,-0.0035,-0.0085,0.076,0.1019,0.0024,-0.005,0.0996,0.1121,-0.0094,-0.0206,0.11,0.0039,0.0021,0.0015,0.0012,0.001,0.0095,0.0077,0.0071,0.0068,0.0066
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - AFLPA AFL MySuper,MySuper Large Employer,Lifecycle,AFLPA AFL MySuper 1970s,,,,0.91,,,,,,,0.0772,-0.002,-0.0055,0.0743,0.0752,-0.004,-0.0091,0.0727,0.0971,0.0023,-0.0053,0.0949,0.1095,-0.0096,-0.021,0.1075,0.0039,0.0021,0.0015,0.0012,0.001,0.0096,0.0078,0.0072,0.0069,0.0067
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - AFLPA AFL MySuper,MySuper Large Employer,Lifecycle,AFLPA AFL MySuper 1960s,,,,0.79,,,,,,,0.0602,-0.0027,-0.0087,0.0573,0.0585,-0.0028,-0.011,0.0561,0.0708,0.0028,-0.0087,0.0686,0.0877,-0.0053,-0.0215,0.0858,0.0039,0.0021,0.0015,0.0012,0.001,0.0089,0.0071,0.0065,0.0062,0.006
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - AFLPA AFL MySuper,MySuper Large Employer,Lifecycle,AFLPA AFL MySuper 1950s,,,,0.63,,,,,,,0.0475,-0.0042,-0.0116,0.0446,0.0461,-0.0033,-0.0126,0.0437,0.0535,0.0024,-0.0101,0.0514,0.0743,0,-0.0165,0.0724,0.0039,0.0021,0.0015,0.0012,0.001,0.0078,0.006,0.0054,0.0051,0.0049
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - AFLPA AFL MySuper,MySuper Large Employer,Lifecycle,AFLPA AFL MySuper Capital Stable,,,,0.64,,,,,,,0.046,-0.0038,-0.0121,0.0432,0.0461,-0.0027,-0.0128,0.0437,0.0542,0.0035,-0.0094,0.0521,0.0751,6.00E-04,-0.0166,0.0732,0.0039,0.0021,0.0015,0.0012,0.001,0.0079,0.0061,0.0055,0.0052,0.005
N. M. Superannuation Proprietary Limited,AMP Super Fund,Public offer,SignatureSuper - MySuper,Generic,Lifecycle,,23786429,0.37,346670,,-0.00341,Pass,10,-0.00254,0.00335,0.002482,,,,,,,,,,,,,,,,,,,,,,,,,,
